index,target,amountRaw,amountDecimal
263,0xce3894Cac73Cc2Daf9CeeEc04096f54EA66Ac378,71979365683841501010347,71979.365683841501010347
264,0xCE79DA0A5402fA5cbcB70b95FdF1BFd36025C142,2500000000000000000000,2500.000000000000000000
265,0xd002f5f6368708FFEC22a969144bFA60Fc113597,105939999855513802765611,105939.999855513802765611
266,0xd057527ef20a2A4dc5c9618287eF875d7672Be8f,3946058105899075671570028,3946058.105899075671570028
267,0xD142c0cC2f707b808060BcBcEb903f6d6D62952f,2411591511193768690868566,2411591.511193768690868566
268,0xD2c0d3C4669E2155EA38a141FB97F2c4dE5FC859,48605915455328731402155,48605.915455328731402155
269,0xd2f0D48Ee0FE3635e58BAa20FfdC6A8A0F1CaAA5,94079329555938190745685,94079.329555938190745685
270,0xd319dB9E8f1064cAd11320AAf3bdC1dcbF4A3E24,2831993118371714337663030,2831993.118371714337663030
271,0xD3b489004434ceDb0C73BB203Ea143a82Eb2bf93,607180000000000000000000,607180.000000000000000000
272,0xD5f6c887Cefe60Fcc3Ac2cF8e884F78Bb4EA8838,7741343023930000000000,7741.343023930000000000
273,0xd64e4e5606B277F425A9c80FfC99a6A11A97FDB5,644848724750310020684325,644848.724750310020684325
274,0xD706550807eD2bC58a06ef649ab0CcC6f1Ab0bD6,26256628102846385585347,26256.628102846385585347
275,0xd7DFbbf26a6087b027DF3547Ea0598B1Ecd954c7,275457101617265857853285,275457.101617265857853285
276,0xDAc618b71F7337c8B663C370feE7b622EdCb2335,85753836123954598885391,85753.836123954598885391
277,0xDC2DD0588c3Cc56D3c52457deC7Bc2647228F67e,5013756060936826598957,5013.756060936826598957
278,0xE14Ad1BACd961EFeBA8eAAFfC408eaC8d224ED7A,6013365098410088151052456,6013365.098410088151052456
279,0xe17ecB3e57e638ab10eAbFeD498837d1C8b4cF95,72132308416193030258274,72132.308416193030258274
280,0xe3021C092075A889C1BFe49a20EFC3DDCc954B9e,402168423166105776837048,402168.423166105776837048
281,0xE3408f3107F4f0Dab55eBcfbED1e521009E90506,2759333762382124858173125,2759333.762382124858173125
282,0xE635dfc74904e3ec71B95Fd3B8b2a7dc5A9870a6,7708133615546732079088295,7708133.615546732079088295
283,0xe734393A9fd9cF8980e3F78D7bc0121E7b8Be961,2346863798710944387981997,2346863.798710944387981997
284,0xE819c83634574A31cDeE3b6e535B802AD3585975,620469315163586734669851,620469.315163586734669851
285,0xE81c8fBDC65AcbA8dF4292FacD0AA5d2fdF36446,195463952804912704169068,195463.952804912704169068
286,0xe85308B6818Ca00E0789Ed3b412B71f03b13f5A7,509215573053898128350,509.215573053898128350
287,0xe8e15cfd8F20365c9AeeF7a81DF5b749d84DAc49,1724846656906155094982779,1724846.656906155094982779
288,0xEc99bBB6137A80c959db44fDCDA5D0ACE324e7ce,296273413040758539775539,296273.413040758539775539
289,0xeDBCD6A05fd63D4aF060d6229aeD1E679AC43f0B,275866776200351731569771,275866.776200351731569771
290,0xeFBEdA27Db1429B8731778154081CC0842F0a81B,232402577038119336931042,232402.577038119336931042
291,0xf23C507316F062F36F1279dAfcE151c854F30044,204208876663540225405773,204208.876663540225405773
292,0xF35896c47599f625328065826DF37B34bb39ED7B,10000000000000000000,10.000000000000000000
293,0xF3609FC08DA97071b0e1F5bC43362310Bc7fa636,4914378273119825825344,4914.378273119825825344
294,0xF3c01A9FC9080684B989c0b992690D9bFa3f1e9e,155272579872276916252342,155272.579872276916252342
295,0xf3dD85D99E625E1D8Ca758d61537077E67Cc4E66,488577414425658419325718,488577.414425658419325718
296,0xF475aA56798f08cB986Ba34B4Ec6C1E170b18eF2,343334243227865047526692,343334.243227865047526692
297,0xf4E861a795993490a24b9e85057B9dE1a4b744B8,10000952695632856145503112,10000952.695632856145503112
298,0xF5DCaFa051318BDFdb6F5A78AD5086b1538322c5,1005712631236153115920574,1005712.631236153115920574
299,0xF703FD64093B50797aBDc9E450632240FA2bA5D4,6956589836595408047429412,6956589.836595408047429412
300,0xF815F70FE2E8878c5eE6693b2d78020e44C0b3a4,11205849372987676973138244,11205849.372987676973138244
301,0xF930DEb33e6E269f91A6445A90DFf8c83BEA1116,8724668514448375229363172,8724668.514448375229363172
302,0xF9470D6eF1907B50ff2CBAdD53BD25cb0c7254F3,3732524705426880152364826,3732524.705426880152364826
303,0xF9cBe0C10e5dAfC88378e18aDEE2E9bE5389dB2a,12315811776198727315656,12315.811776198727315656
304,0xf9ec1eAbcF7152202555bd16Cb787f8Ef52CDCa1,10126771135528657731753948,10126771.135528657731753948
305,0xfB0d8B94027C5109Ae89c5f08B025cc598cf6F49,4226425848711251807620465,4226425.848711251807620465
306,0xFD6e86cf9AECA787CFFB198BCA859d459a44a847,3000000928716554614880939,3000000.928716554614880939
307,0xfDBD4297eD9cF99201aD82E8ec6b8eF69226733e,531713404153151132263621,531713.404153151132263621
308,0xFe9dEa1def2915d0FbEc217996879655f35eA7F7,6583375509487949864952304,6583375.509487949864952304
309,0xFfeC0Df753b6171e8cd6cF3D13d872c012242f00,5668583094937686691414743,5668583.094937686691414743
