index,target,amountRaw,amountDecimal
28,0x12Bb0Ab73B5149645580f542dfC3C403Bd0a0cfd,1043891439743491502863844,1043891.439743491502863844
29,0x131bb0a3DEFA4DEe1861c8d3fC486F61c769D7B3,14582776452027095319917009,14582776.452027095319917009
30,0x13ec86DC7971e45067BB6cAA3fB9334C91709E16,288098556779194358669891,288098.556779194358669891
31,0x1594412AB222A7079098C265B17807eAFe8A3CaF,393473750221045727001614,393473.750221045727001614
32,0x15eAfc29816B34FB8B15dc6727a26DE4c4CB2df0,5070860767424953462219706,5070860.767424953462219706
33,0x162277F7e858eccD83813Aa4D9417DE5fd3f2b72,884371857527735458350832,884371.857527735458350832
34,0x1664dcB1539a3Eb2157fa8D955903A0c841EF1b1,6257061572934099612925,6257.061572934099612925
35,0x16F554beb6c4F08Ed4c29cef13DCeA56A153999A,16211534990707644404114,16211.534990707644404114
36,0x16F5EF133d0D15B196A778d22BF1ec56f8f37C05,20000000000000000000000000,20000000.000000000000000000
37,0x17650c8dDbd4556A0B651bF7fa7cD449076cABB1,57632006826128325474948,57632.006826128325474948
38,0x17fb03925aCEC7A799022ad5e268d2F27E9748b3,10000000000000000000000000,10000000.000000000000000000
39,0x1847Dc422b9DeA349e8Af7d02CB3A136CD81F441,864411343074343182376397,864411.343074343182376397
40,0x1927a547963A39813bD2Ab2982F08B469CFdD62A,3479758114560098573222473,3479758.114560098573222473
41,0x1944D7A35fDE8A866357048E4082d2B06884F5ae,3922253207747337211970203,3922253.207747337211970203
42,0x1Aa693723350a596C700e8Dfa5195aC86e2a5177,129567385464137263676063,129567.385464137263676063
43,0x1BA1EaC0C322d856D6F8a71Fd6b0E63de6f296AD,1260238895944928292165,1260.238895944928292165
44,0x1c0cB4Da14271538b73Aae73518C82B4374916De,38737673345135850597597,38737.673345135850597597
45,0x1D2aE9C55Dc8BD75B157d9F786D143A3dA962854,407885078583913332655967,407885.078583913332655967
46,0x1D9774d948A9fBa6520b1637A712756a72593455,4739824698420910636744396,4739824.698420910636744396
47,0x1D9E67c1E9c418F8fcec4Ef92Da0b065f4727beA,349655764700805031095338,349655.764700805031095338
48,0x1E540Ae9A8D796F95571BE8CAb69B725489eEe1c,1000000000000000000000000,1000000.000000000000000000
49,0x1F333Aab7eb533b77da4b8989724708449D554BA,133884643559466424397400,133884.643559466424397400
50,0x20C80D578d2c387f8f32D04FDEA137F4144F27aA,12453871913232192230249089,12453871.913232192230249089
51,0x216cb733f318C5375C50e126885bf53d1534A286,251099915638990059932273,251099.915638990059932273
52,0x23c34FcC14a8577B60d19BD3e01a21d232d46F83,10695983046915402243368741,10695983.046915402243368741
53,0x2445B827b6C43Cb14BD833D0B3a1be5b0B75692D,95296842719843856811598,95296.842719843856811598
54,0x24d30dE4e1d467b36b634Fb8168D92F58bddB92B,100000000000000000000000,100000.000000000000000000
55,0x24D940fc84fA9b37D523211DeF4F1A74b44ABDd8,3968668731512767036427634,3968668.731512767036427634
56,0x25E04a1b0f44A4C3C89fedcc0c0f17E3476c21fb,3995146026500668364596718,3995146.026500668364596718
57,0x263aB4F25881bc4aDa3DB06895e400D3e268fdcA,113977062416053149916863,113977.062416053149916863
58,0x2713aF41eC0DBb10BB9cEC33800A4c11CAF839DC,924396269557093713395518,924396.269557093713395518
59,0x278fCf9aeB1Ac68f4439b9fF44e9b26222D6F082,1015408812261943374075796,1015408.812261943374075796
60,0x27B97F58459F3a27b4D77E549b06CC36F773B033,464747832141968012060665,464747.832141968012060665
61,0x2839e37Ed3eB4d4edbc11Be1E3E5ec1ACf754BD7,2294087454663750546073431,2294087.454663750546073431
62,0x288c3EAdFdbef55ac51fed48272c757a899D5045,1234912695741747381014300,1234912.695741747381014300
63,0x29614304c4a15657019d1F249EB36C0E0898b123,1127396446560533047578519,1127396.446560533047578519
64,0x2a106Bba4eE3e3BceB075b6BA93FeA3E880Eb447,544539167058119911262471,544539.167058119911262471
65,0x2B2b9Ff9B314a72F911a2132385D96D2F4b061d0,6453957977333809987749,6453.957977333809987749
66,0x2bC3F4A4E38a28EaF2B683A9DA47dce7b38ad157,1230521953075848836142268,1230521.953075848836142268
67,0x2ca4E59F2348Ef0E33271d365ad5a6D168D9e795,91382073923552598668181,91382.073923552598668181
68,0x2d090F2A84Ea84C0fEeAfe05d7F6F4B33a8a62Bc,3000884307977091737949897,3000884.307977091737949897
69,0x2da036704793d2B95d2752bAc23258A91479a1b3,13132139315038611763619986,13132139.315038611763619986
70,0x2dF4450F08A8E54FdCcd5738D39AFD45Ed577EEc,126292223750135148579808,126292.223750135148579808
71,0x2Ea793C89E91C6cf7C18ffB817fBE4C19dC1c1cf,376503361071916566916669,376503.361071916566916669
72,0x2f03fF769D645a7567e6B272Fd12092dC4619f70,2588535353237865530652019,2588535.353237865530652019
73,0x2F85fB2A2d54F30ac38148166b75CE22c3C15b43,8100576056720093213180946,8100576.056720093213180946
74,0x2FE43854b3D49a2108ea3B7eFB4dA1DCdd5Ca531,101660298050103117280722,101660.298050103117280722
75,0x30a912d2dbb4Faa7129f653FE9F2D6FA52A3b95e,31749707279173519527294,31749.707279173519527294
76,0x30Fa6043cde24b079EeDa2945a98f37C08f9cE8D,803423703872527373337195,803423.703872527373337195
77,0x31481ae1A7A6BDA6738D6d47220c6948639e7d6D,5054162659817777838005671,5054162.659817777838005671
78,0x31924CC884EE8432A0fE866eD8929B29D5d72071,243274287069115548709873,243274.287069115548709873
79,0x33B6B740575D18585A3a4Ad1A79af380b747c577,11053097882940384504427116,11053097.882940384504427116
